la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
North Tyneside,State-funded special school,Physical Disability,23,15,8
North Tyneside,State-funded special school,Profound & Multiple Learning Difficulty,29,17,12
North Tyneside,State-funded special school,Severe Learning Difficulty,78,47,31
North Tyneside,State-funded special school,"Social, Emotional and Mental Health",134,119,15
North Tyneside,State-funded special school,Specific Learning Difficulty,11,7,4
North Tyneside,State-funded special school,"Speech, Language and Communications needs",116,78,38
North Tyneside,State-funded special school,Visual Impairment,3,1,2
South Tyneside,State-funded AP school,"Social, Emotional and Mental Health",63,45,18
South Tyneside,State-funded nursery,Autistic Spectrum Disorder,15,12,3
South Tyneside,State-funded nursery,Other Difficulty/Disability,1,1,0
South Tyneside,State-funded nursery,Physical Disability,1,0,1
South Tyneside,State-funded nursery,Profound & Multiple Learning Difficulty,1,0,1
South Tyneside,State-funded nursery,SEN support but no specialist assessment of type of need,1,1,0
South Tyneside,State-funded nursery,"Social, Emotional and Mental Health",2,2,0
South Tyneside,State-funded nursery,"Speech, Language and Communications needs",11,11,0
South Tyneside,State-funded primary,Autistic Spectrum Disorder,333,254,79
South Tyneside,State-funded primary,Hearing Impairment,36,20,16
South Tyneside,State-funded primary,Moderate Learning Difficulty,494,300,194
South Tyneside,State-funded primary,Multi- Sensory Impairment,9,6,3
South Tyneside,State-funded primary,Other Difficulty/Disability,57,37,20
South Tyneside,State-funded primary,Physical Disability,49,28,21
South Tyneside,State-funded primary,Profound & Multiple Learning Difficulty,9,6,3
South Tyneside,State-funded primary,SEN support but no specialist assessment of type of need,121,80,41
South Tyneside,State-funded primary,Severe Learning Difficulty,15,9,6
South Tyneside,State-funded primary,"Social, Emotional and Mental Health",477,331,146
South Tyneside,State-funded primary,Specific Learning Difficulty,179,105,74
South Tyneside,State-funded primary,"Speech, Language and Communications needs",737,505,232
South Tyneside,State-funded primary,Visual Impairment,19,7,12
South Tyneside,State-funded secondary,Autistic Spectrum Disorder,276,211,65
South Tyneside,State-funded secondary,Hearing Impairment,31,15,16
South Tyneside,State-funded secondary,Moderate Learning Difficulty,154,76,78
South Tyneside,State-funded secondary,Multi- Sensory Impairment,2,0,2
South Tyneside,State-funded secondary,Other Difficulty/Disability,133,88,45
South Tyneside,State-funded secondary,Physical Disability,26,14,12
South Tyneside,State-funded secondary,Profound & Multiple Learning Difficulty,3,3,0
South Tyneside,State-funded secondary,SEN support but no specialist assessment of type of need,16,13,3
South Tyneside,State-funded secondary,Severe Learning Difficulty,2,2,0
South Tyneside,State-funded secondary,"Social, Emotional and Mental Health",464,287,177
South Tyneside,State-funded secondary,Specific Learning Difficulty,557,316,241
South Tyneside,State-funded secondary,"Speech, Language and Communications needs",128,86,42
South Tyneside,State-funded secondary,Visual Impairment,20,11,9
South Tyneside,State-funded special school,Autistic Spectrum Disorder,181,137,44
South Tyneside,State-funded special school,Hearing Impairment,6,4,2
South Tyneside,State-funded special school,Moderate Learning Difficulty,77,51,26
South Tyneside,State-funded special school,Multi- Sensory Impairment,2,2,0
South Tyneside,State-funded special school,Other Difficulty/Disability,24,11,13
South Tyneside,State-funded special school,Physical Disability,27,17,10
South Tyneside,State-funded special school,Profound & Multiple Learning Difficulty,28,11,17
South Tyneside,State-funded special school,Severe Learning Difficulty,135,93,42
South Tyneside,State-funded special school,"Social, Emotional and Mental Health",75,56,19
South Tyneside,State-funded special school,Specific Learning Difficulty,16,7,9
South Tyneside,State-funded special school,"Speech, Language and Communications needs",49,36,13
South Tyneside,State-funded special school,Visual Impairment,3,2,1
Sunderland,State-funded AP school,Autistic Spectrum Disorder,5,4,1
Sunderland,State-funded AP school,Moderate Learning Difficulty,2,1,1
Sunderland,State-funded AP school,SEN support but no specialist assessment of type of need,1,1,0
Sunderland,State-funded AP school,"Social, Emotional and Mental Health",58,42,16
Sunderland,State-funded AP school,"Speech, Language and Communications needs",3,3,0
Sunderland,State-funded nursery,Autistic Spectrum Disorder,7,5,2
Sunderland,State-funded nursery,Hearing Impairment,2,2,0
Sunderland,State-funded nursery,Other Difficulty/Disability,4,4,0
Sunderland,State-funded nursery,Physical Disability,10,5,5
Sunderland,State-funded nursery,Profound & Multiple Learning Difficulty,1,1,0
Sunderland,State-funded nursery,"Social, Emotional and Mental Health",5,2,3
Sunderland,State-funded nursery,"Speech, Language and Communications needs",66,40,26
Sunderland,State-funded primary,Autistic Spectrum Disorder,810,601,209
Sunderland,State-funded primary,Hearing Impairment,55,37,18
Sunderland,State-funded primary,Moderate Learning Difficulty,692,413,279
Sunderland,State-funded primary,Multi- Sensory Impairment,9,7,2
Sunderland,State-funded primary,Other Difficulty/Disability,159,89,70
Sunderland,State-funded primary,Physical Disability,116,66,50
Sunderland,State-funded primary,Profound & Multiple Learning Difficulty,5,4,1
Sunderland,State-funded primary,SEN support but no specialist assessment of type of need,82,49,33
Sunderland,State-funded primary,Severe Learning Difficulty,7,6,1
Sunderland,State-funded primary,"Social, Emotional and Mental Health",695,475,220
Sunderland,State-funded primary,Specific Learning Difficulty,140,83,57
Sunderland,State-funded primary,"Speech, Language and Communications needs",1258,874,384
Sunderland,State-funded primary,Visual Impairment,30,19,11
Sunderland,State-funded secondary,Autistic Spectrum Disorder,676,503,173
Sunderland,State-funded secondary,Hearing Impairment,37,17,20
Sunderland,State-funded secondary,Moderate Learning Difficulty,582,346,236
Sunderland,State-funded secondary,Multi- Sensory Impairment,5,2,3
Sunderland,State-funded secondary,Other Difficulty/Disability,91,55,36
Sunderland,State-funded secondary,Physical Disability,74,42,32
Sunderland,State-funded secondary,Profound & Multiple Learning Difficulty,3,2,1
Sunderland,State-funded secondary,SEN support but no specialist assessment of type of need,26,15,11
Sunderland,State-funded secondary,Severe Learning Difficulty,27,11,16
Sunderland,State-funded secondary,"Social, Emotional and Mental Health",656,430,226
Sunderland,State-funded secondary,Specific Learning Difficulty,228,136,92
Sunderland,State-funded secondary,"Speech, Language and Communications needs",259,157,102
Sunderland,State-funded secondary,Visual Impairment,28,22,6
Sunderland,State-funded special school,Autistic Spectrum Disorder,495,388,107
Sunderland,State-funded special school,Hearing Impairment,1,0,1
Sunderland,State-funded special school,Moderate Learning Difficulty,35,18,17
Sunderland,State-funded special school,Multi- Sensory Impairment,1,0,1
Sunderland,State-funded special school,Other Difficulty/Disability,7,6,1
Sunderland,State-funded special school,Physical Disability,6,3,3
Sunderland,State-funded special school,Profound & Multiple Learning Difficulty,43,27,16
Sunderland,State-funded special school,Severe Learning Difficulty,142,89,53
Sunderland,State-funded special school,"Social, Emotional and Mental Health",163,135,28
Sunderland,State-funded special school,Specific Learning Difficulty,8,4,4
Sunderland,State-funded special school,"Speech, Language and Communications needs",54,42,12
Sunderland,State-funded special school,Visual Impairment,2,2,0
Gateshead,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Gateshead,State-funded AP school,Other Difficulty/Disability,1,1,0
Gateshead,State-funded AP school,"Social, Emotional and Mental Health",42,29,13
Gateshead,State-funded AP school,Specific Learning Difficulty,1,0,1
Gateshead,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Gateshead,State-funded nursery,Autistic Spectrum Disorder,4,3,1
Gateshead,State-funded nursery,Hearing Impairment,1,0,1
Gateshead,State-funded nursery,"Speech, Language and Communications needs",5,5,0
Gateshead,State-funded primary,Autistic Spectrum Disorder,322,224,98
Gateshead,State-funded primary,Hearing Impairment,39,21,18
Gateshead,State-funded primary,Moderate Learning Difficulty,450,258,192
Gateshead,State-funded primary,Multi- Sensory Impairment,4,1,3
Gateshead,State-funded primary,Other Difficulty/Disability,176,119,57
Gateshead,State-funded primary,Physical Disability,53,36,17
Gateshead,State-funded primary,Profound & Multiple Learning Difficulty,5,3,2
Gateshead,State-funded primary,SEN support but no specialist assessment of type of need,118,69,49
Gateshead,State-funded primary,Severe Learning Difficulty,5,3,2
Gateshead,State-funded primary,"Social, Emotional and Mental Health",447,312,135
Gateshead,State-funded primary,Specific Learning Difficulty,151,83,68
Gateshead,State-funded primary,"Speech, Language and Communications needs",876,570,306
Gateshead,State-funded primary,Visual Impairment,35,23,12
Gateshead,State-funded secondary,Autistic Spectrum Disorder,275,207,68
Gateshead,State-funded secondary,Hearing Impairment,46,24,22
Gateshead,State-funded secondary,Moderate Learning Difficulty,239,133,106
Gateshead,State-funded secondary,Multi- Sensory Impairment,4,2,2
Gateshead,State-funded secondary,Other Difficulty/Disability,99,66,33
Gateshead,State-funded secondary,Physical Disability,42,27,15
Gateshead,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Gateshead,State-funded secondary,SEN support but no specialist assessment of type of need,82,51,31
Gateshead,State-funded secondary,Severe Learning Difficulty,1,1,0
Gateshead,State-funded secondary,"Social, Emotional and Mental Health",369,225,144
Gateshead,State-funded secondary,Specific Learning Difficulty,214,130,84
Gateshead,State-funded secondary,"Speech, Language and Communications needs",215,140,75
Gateshead,State-funded secondary,Visual Impairment,24,17,7
Gateshead,State-funded special school,Autistic Spectrum Disorder,294,231,63
Gateshead,State-funded special school,Hearing Impairment,4,3,1
Gateshead,State-funded special school,Moderate Learning Difficulty,86,56,30
Gateshead,State-funded special school,Multi- Sensory Impairment,2,2,0
Gateshead,State-funded special school,Other Difficulty/Disability,16,11,5
Gateshead,State-funded special school,Physical Disability,16,7,9
Gateshead,State-funded special school,Profound & Multiple Learning Difficulty,28,16,12
Gateshead,State-funded special school,Severe Learning Difficulty,63,42,21
Gateshead,State-funded special school,"Social, Emotional and Mental Health",149,129,20
Gateshead,State-funded special school,Specific Learning Difficulty,7,4,3
Gateshead,State-funded special school,"Speech, Language and Communications needs",70,50,20
Gateshead,State-funded special school,Visual Impairment,5,2,3
Halton,State-funded AP school,"Social, Emotional and Mental Health",37,18,19
Halton,State-funded nursery,Autistic Spectrum Disorder,1,0,1
Halton,State-funded nursery,Hearing Impairment,1,0,1
Halton,State-funded nursery,Other Difficulty/Disability,1,1,0
Halton,State-funded nursery,"Speech, Language and Communications needs",26,18,8
Halton,State-funded primary,Autistic Spectrum Disorder,62,43,19
Halton,State-funded primary,Hearing Impairment,30,14,16
Halton,State-funded primary,Moderate Learning Difficulty,333,187,146
Halton,State-funded primary,Multi- Sensory Impairment,12,8,4
Halton,State-funded primary,Other Difficulty/Disability,109,58,51
Halton,State-funded primary,Physical Disability,35,15,20
Halton,State-funded primary,Profound & Multiple Learning Difficulty,2,1,1
Halton,State-funded primary,SEN support but no specialist assessment of type of need,151,94,57
Halton,State-funded primary,Severe Learning Difficulty,9,5,4
Halton,State-funded primary,"Social, Emotional and Mental Health",391,280,111
Halton,State-funded primary,Specific Learning Difficulty,156,86,70
Halton,State-funded primary,"Speech, Language and Communications needs",749,509,240
Halton,State-funded primary,Visual Impairment,34,22,12
Halton,State-funded secondary,Autistic Spectrum Disorder,111,85,26
Halton,State-funded secondary,Hearing Impairment,19,14,5
Halton,State-funded secondary,Moderate Learning Difficulty,244,149,95
Halton,State-funded secondary,Multi- Sensory Impairment,3,3,0
Halton,State-funded secondary,Other Difficulty/Disability,64,29,35
Halton,State-funded secondary,Physical Disability,26,13,13
Halton,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
